175,52,需自費部分餐食,3
176,53,需自備防曬用品,1
177,53,請保持手機暢通,2
178,53,避免攜帶貴重物品,3
179,53,請穿著輕便服裝,4
180,54,請保持手機暢通,1
181,54,含基本保險,2
182,54,請勿餵食野生動物,3
183,54,請提前10分鐘集合,4
184,54,建議穿運動鞋,5
185,55,需自費部分餐食,1
186,55,含景點門票,2
187,55,需自備防曬用品,3
188,56,活動順序可能調整,1
189,56,請保持手機暢通,2
190,56,需自費部分餐食,3
191,57,請保持手機暢通,1
192,57,活動順序可能調整,2
193,57,拍照請勿使用閃光燈,3
194,57,敬請遵守集合時間,4
195,58,請攜帶身分證明文件,1
196,58,請勿餵食野生動物,2
197,58,不含個人消費,3
198,58,敬請遵守集合時間,4
199,58,活動順序可能調整,5
200,59,請保持手機暢通,1
201,59,敬請遵守集合時間,2
202,59,建議穿運動鞋,3
203,59,需自費部分餐食,4
204,60,需自費部分餐食,1
205,60,請保管好個人物品,2
206,60,可自備泳衣與毛巾,3
207,60,活動順序可能調整,4
208,61,請穿著輕便服裝,1
209,61,需自備防曬用品,2
210,61,含基本保險,3
211,61,含景點門票,4
212,62,避免攜帶貴重物品,1
213,62,請攜帶身分證明文件,2
214,62,需自備防曬用品,3
215,62,部分地點需步行,4
216,63,請穿著輕便服裝,1
217,63,含基本保險,2
218,63,需自備防曬用品,3
219,63,活動順序可能調整,4
220,64,請保持手機暢通,1
221,64,部分地點需步行,2
222,64,需自備防曬用品,3
223,64,請攜帶身分證明文件,4
224,65,請攜帶身分證明文件,1
225,65,拍照請勿使用閃光燈,2
226,65,請穿著輕便服裝,3
227,65,請保持手機暢通,4
228,65,含景點門票,5
229,66,敬請遵守集合時間,1
230,66,部分地點需步行,2
231,66,請勿餵食野生動物,3
232,66,請攜帶身分證明文件,4
233,66,請穿著輕便服裝,5
234,67,可自備泳衣與毛巾,1
235,67,含基本保險,2
236,67,需自備防曬用品,3
237,67,含景點門票,4
238,67,建議穿運動鞋,5
239,68,避免攜帶貴重物品,1
240,68,可自備泳衣與毛巾,2
241,68,請穿著輕便服裝,3
242,68,請保持手機暢通,4
243,68,部分地點需步行,5
244,69,請攜帶身分證明文件,1
245,69,請勿餵食野生動物,2
246,69,請保持手機暢通,3
247,69,活動順序可能調整,4
248,70,請保持手機暢通,1
249,70,避免攜帶貴重物品,2
250,70,不建議孕婦參加,3
251,70,部分地點需步行,4
252,71,含基本保險,1
253,71,避免攜帶貴重物品,2
254,71,請保持手機暢通,3
255,72,請保管好個人物品,1
256,72,請攜帶身分證明文件,2
257,72,可自備泳衣與毛巾,3
258,72,不含個人消費,4
259,72,活動順序可能調整,5
260,73,請勿餵食野生動物,1
261,73,導遊全程陪同,2
262,73,敬請遵守集合時間,3
263,74,請保持手機暢通,1
264,74,請保管好個人物品,2
265,74,導遊全程陪同,3
266,74,避免攜帶貴重物品,4
267,75,拍照請勿使用閃光燈,1
268,75,請保持手機暢通,2
269,75,敬請遵守集合時間,3
270,75,請攜帶身分證明文件,4
271,76,含景點門票,1
272,76,請提前10分鐘集合,2
273,76,不建議孕婦參加,3
274,76,請保持手機暢通,4
275,77,請提前10分鐘集合,1
276,77,需自備防曬用品,2
277,77,避免攜帶貴重物品,3
278,78,不建議孕婦參加,1
279,78,不含個人消費,2
280,78,含基本保險,3
281,78,請保管好個人物品,4
282,79,請勿餵食野生動物,1
283,79,導遊全程陪同,2
284,79,含景點門票,3
285,79,部分地點需步行,4
286,80,請穿著輕便服裝,1
287,80,請保持手機暢通,2
288,80,不建議孕婦參加,3
289,81,導遊全程陪同,1
290,81,請保持手機暢通,2
291,81,拍照請勿使用閃光燈,3
292,81,敬請遵守集合時間,4
293,81,含景點門票,5
294,82,請保管好個人物品,1
295,82,含景點門票,2
296,82,不建議孕婦參加,3
297,82,避免攜帶貴重物品,4
298,82,需自費部分餐食,5
299,83,請攜帶身分證明文件,1
300,83,敬請遵守集合時間,2
301,83,避免攜帶貴重物品,3
302,83,導遊全程陪同,4
303,83,需自費部分餐食,5
304,84,請保管好個人物品,1
305,84,需自費部分餐食,2
306,84,請穿著輕便服裝,3
307,84,含基本保險,4
308,85,需自備防曬用品,1
309,85,建議穿運動鞋,2
310,85,含基本保險,3
311,85,需自費部分餐食,4
312,86,含景點門票,1
313,86,請攜帶身分證明文件,2
314,86,不含個人消費,3
315,87,請保管好個人物品,1
316,87,建議穿運動鞋,2
317,87,活動順序可能調整,3
318,88,請提前10分鐘集合,1
319,88,避免攜帶貴重物品,2
320,88,請穿著輕便服裝,3
321,88,建議穿運動鞋,4
322,88,拍照請勿使用閃光燈,5
323,89,敬請遵守集合時間,1
324,89,拍照請勿使用閃光燈,2
325,89,請勿餵食野生動物,3
326,90,含基本保險,1
327,90,敬請遵守集合時間,2
328,90,請攜帶身分證明文件,3
329,90,部分地點需步行,4
330,91,請穿著輕便服裝,1
331,91,請勿餵食野生動物,2
332,91,拍照請勿使用閃光燈,3
333,92,含景點門票,1
334,92,拍照請勿使用閃光燈,2
335,92,不含個人消費,3
336,92,導遊全程陪同,4
337,92,不建議孕婦參加,5
338,93,含景點門票,1
339,93,請穿著輕便服裝,2
340,93,活動順序可能調整,3
341,93,需自備防曬用品,4
342,94,請保管好個人物品,1
343,94,敬請遵守集合時間,2
344,94,不含個人消費,3
345,95,請提前10分鐘集合,1
346,95,可自備泳衣與毛巾,2
347,95,建議穿運動鞋,3
348,95,不含個人消費,4
349,95,含景點門票,5
350,96,活動順序可能調整,1
351,96,含基本保險,2
352,96,請提前10分鐘集合,3
353,96,需自備防曬用品,4
354,96,敬請遵守集合時間,5
355,97,需自備防曬用品,1
356,97,請勿餵食野生動物,2
357,97,請保持手機暢通,3
358,97,導遊全程陪同,4
359,98,活動順序可能調整,1
360,98,請保持手機暢通,2
361,98,需自費部分餐食,3
362,98,需自備防曬用品,4
363,99,不含個人消費,1
364,99,敬請遵守集合時間,2
365,99,請勿餵食野生動物,3
366,100,需自備防曬用品,1
367,100,含基本保險,2
368,100,活動順序可能調整,3
369,101,請勿餵食野生動物,1
370,101,避免攜帶貴重物品,2
371,101,請提前10分鐘集合,3
372,102,避免攜帶貴重物品,1
373,102,需自費部分餐食,2
374,102,需自備防曬用品,3
375,102,拍照請勿使用閃光燈,4
376,102,建議穿運動鞋,5
377,103,請提前10分鐘集合,1
378,103,需自費部分餐食,2
379,103,含基本保險,3
380,103,導遊全程陪同,4
381,103,建議穿運動鞋,5
